ts,side,price,qty,pnl,reason
2026-03-03 17:00,BUY,68318.66,0.1,,entry
2026-03-04 03:00,SELL,67732.2,0.1,-58.65,exit
2026-03-05 15:00,BUY,71652.77,0.1,,entry
2026-03-05 16:00,SELL,71305.92,0.1,-34.69,exit
2026-03-05 17:00,BUY,70704.41,0.1,,entry
2026-03-05 18:00,SELL,70990.65,0.1,28.62,exit
2026-03-06 12:00,BUY,69907.0,0.1,,entry
2026-03-06 13:00,SELL,69208.0,0.1,-69.9,exit
2026-03-06 14:00,BUY,68409.89,0.1,,entry
2026-03-06 15:00,SELL,68504.71,0.1,9.48,exit
2026-03-06 16:00,BUY,68446.52,0.1,,entry
2026-03-06 17:00,SELL,67955.1,0.1,-49.14,exit
2026-03-06 18:00,BUY,68181.2,0.1,,entry
2026-03-06 19:00,SELL,68131.79,0.1,-4.94,exit
2026-03-06 20:00,BUY,68111.03,0.1,,entry
2026-03-06 21:00,SELL,68289.1,0.1,17.81,exit
2026-03-06 22:00,BUY,68319.89,0.1,,entry
2026-03-06 23:00,SELL,68114.02,0.1,-20.59,exit
2026-03-07 00:00,BUY,68290.45,0.1,,entry
2026-03-07 01:00,SELL,68262.01,0.1,-2.84,exit
2026-03-07 02:00,BUY,68350.04,0.1,,entry
2026-03-07 03:00,SELL,68095.5,0.1,-25.45,exit
2026-03-07 04:00,BUY,68063.43,0.1,,entry
2026-03-07 05:00,SELL,68018.26,0.1,-4.52,exit
2026-03-07 06:00,BUY,67690.86,0.1,,entry
2026-03-07 07:00,SELL,67842.67,0.1,15.18,exit
2026-03-07 08:00,BUY,67795.4,0.1,,entry
2026-03-07 10:00,SELL,67880.31,0.1,8.49,exit
2026-03-07 16:00,BUY,67783.63,0.1,,entry
2026-03-07 17:00,SELL,67788.41,0.1,0.48,exit
2026-03-07 18:00,BUY,67568.13,0.1,,entry
2026-03-07 19:00,SELL,67080.34,0.1,-48.78,exit
2026-03-07 20:00,BUY,67402.98,0.1,,entry
2026-03-07 21:00,SELL,67452.98,0.1,5.0,exit
