ts,side,price,qty,pnl,reason
2026-02-05 19:00,BUY,65265.65,0.1,,DeepRSI RSI=21.0 ADX=57.6
2026-02-05 20:00,SELL,63775.67,0.1,-149.0,TrailStop g=-2.28%
2026-02-05 21:00,BUY,63213.34,0.1,,DeepRSI RSI=16.9 ADX=59.9
2026-02-05 22:00,SELL,63907.86,0.1,69.45,BelowEMAs g=+1.10%
2026-02-05 23:00,BUY,62909.86,0.1,,DeepRSI RSI=20.5 ADX=61.6
2026-02-06 00:00,SELL,63509.39,0.1,59.95,BelowEMAs g=+0.95%
2026-02-06 03:00,BUY,64168.33,0.1,,DeepRSI RSI=34.2 ADX=59.5
2026-02-06 06:00,SELL,64988.26,0.1,81.99,TrailStop g=+1.28%
2026-02-06 10:00,BUY,65967.51,0.1,,GoldenCross ADX=44.8
2026-02-06 15:00,SELL,68626.0,0.1,265.85,RSIExit RSI=59.2 g=+4.03%
2026-02-07 06:00,BUY,68769.65,0.1,,Pullback RSI=47.7 ADX=32.9
2026-02-07 07:00,SELL,68087.14,0.1,-68.25,DeathCross g=-0.99%
2026-02-07 17:00,BUY,69188.81,0.1,,GoldenCross ADX=20.7
2026-02-08 00:00,SELL,69133.79,0.1,-5.5,BelowEMAs g=-0.08%
2026-02-08 01:00,BUY,69379.57,0.1,,Pullback RSI=52.7 ADX=15.9
2026-02-08 03:00,SELL,69099.99,0.1,-27.96,BelowEMAs g=-0.40%
2026-02-08 04:00,BUY,69340.16,0.1,,Pullback RSI=52.2 ADX=14.0
2026-02-08 05:00,SELL,69220.52,0.1,-11.96,BelowEMAs g=-0.17%
2026-02-08 06:00,BUY,69361.18,0.1,,Pullback RSI=52.4 ADX=12.9
2026-02-08 08:00,SELL,70665.59,0.1,130.44,RSIExit RSI=64.9 g=+1.88%
2026-02-08 16:00,BUY,70416.0,0.1,,Pullback RSI=54.1 ADX=23.1
2026-02-08 18:00,SELL,71147.25,0.1,73.12,RSIExit RSI=60.5 g=+1.04%
2026-02-08 21:00,BUY,70700.0,0.1,,Pullback RSI=54.1 ADX=21.9
2026-02-08 23:00,SELL,70330.38,0.1,-36.96,TrailStop g=-0.52%
2026-02-09 03:00,BUY,71307.56,0.1,,GoldenCross ADX=25.8
2026-02-09 06:00,SELL,70667.95,0.1,-63.96,TrailStop g=-0.90%
2026-02-09 10:00,BUY,68727.88,0.1,,DeepRSI RSI=34.2 ADX=24.2
2026-02-09 11:00,SELL,68928.72,0.1,20.08,BelowEMAs g=+0.29%
2026-02-09 17:00,BUY,70612.29,0.1,,GoldenCross ADX=20.5
2026-02-09 19:00,SELL,70957.01,0.1,34.47,RSIExit RSI=58.2 g=+0.49%
2026-02-09 21:00,BUY,70400.0,0.1,,Pullback RSI=52.4 ADX=18.5
2026-02-09 23:00,SELL,70138.0,0.1,-26.2,BelowEMAs g=-0.37%
2026-02-10 00:00,BUY,69827.33,0.1,,Pullback RSI=46.5 ADX=16.1
2026-02-10 02:00,SELL,70102.89,0.1,27.56,BelowEMAs g=+0.39%
2026-02-10 17:00,BUY,69925.31,0.1,,GoldenCross ADX=27.0
2026-02-10 18:00,SELL,68894.36,0.1,-103.09,TrailStop g=-1.47%
2026-02-11 04:00,BUY,67584.46,0.1,,DeepRSI RSI=34.6 ADX=33.1
2026-02-11 05:00,SELL,67404.28,0.1,-18.02,BelowEMAs g=-0.27%
2026-02-11 06:00,BUY,66820.32,0.1,,DeepRSI RSI=29.4 ADX=36.5
2026-02-11 07:00,SELL,67032.72,0.1,21.24,BelowEMAs g=+0.32%
2026-02-11 08:00,BUY,66981.07,0.1,,DeepRSI RSI=32.1 ADX=40.0
2026-02-11 09:00,SELL,66872.03,0.1,-10.9,BelowEMAs g=-0.16%
2026-02-11 10:00,BUY,66531.99,0.1,,DeepRSI RSI=28.9 ADX=43.4
2026-02-11 14:00,SELL,66584.6,0.1,5.26,TrailStop g=+0.08%
2026-02-11 15:00,BUY,66519.73,0.1,,DeepRSI RSI=34.6 ADX=38.4
2026-02-11 16:00,SELL,66039.09,0.1,-48.06,BelowEMAs g=-0.72%
2026-02-11 20:00,BUY,67555.98,0.1,,GoldenCross ADX=29.2
2026-02-11 23:00,SELL,67082.52,0.1,-47.35,TrailStop g=-0.70%
2026-02-12 00:00,BUY,67460.75,0.1,,Pullback RSI=49.0 ADX=26.3
2026-02-12 04:00,SELL,67018.4,0.1,-44.24,TrailStop g=-0.66%
2026-02-12 09:00,BUY,67550.47,0.1,,GoldenCross ADX=16.9
2026-02-12 13:00,SELL,68376.58,0.1,82.61,RSIExit RSI=60.2 g=+1.22%
2026-02-12 14:00,BUY,67577.02,0.1,,Pullback RSI=49.7 ADX=18.2
2026-02-12 15:00,SELL,67134.74,0.1,-44.23,BelowEMAs g=-0.65%
2026-02-12 16:00,BUY,65863.37,0.1,,DeepRSI RSI=34.8 ADX=17.9
2026-02-12 17:00,SELL,65413.99,0.1,-44.94,BelowEMAs g=-0.68%
2026-02-12 18:00,BUY,65590.95,0.1,,DeepRSI RSI=34.3 ADX=19.9
2026-02-12 19:00,SELL,65788.36,0.1,19.74,BelowEMAs g=+0.30%
2026-02-12 20:00,BUY,65428.56,0.1,,DeepRSI RSI=34.2 ADX=20.6
2026-02-13 00:00,SELL,65918.6,0.1,49.0,BelowEMAs g=+0.75%
2026-02-13 03:00,BUY,66553.08,0.1,,GoldenCross ADX=17.0
2026-02-13 04:00,SELL,66329.22,0.1,-22.39,DeathCross g=-0.34%
2026-02-13 08:00,BUY,66699.96,0.1,,GoldenCross ADX=15.5
2026-02-13 14:00,SELL,67733.51,0.1,103.35,RSIExit RSI=62.7 g=+1.55%
2026-02-15 03:00,BUY,69954.5,0.1,,GoldenCross ADX=37.2
2026-02-15 04:00,SELL,70183.99,0.1,22.95,RSIExit RSI=63.2 g=+0.33%
2026-02-15 17:00,BUY,68641.21,0.1,,DeepRSI RSI=34.7 ADX=34.1
2026-02-15 18:00,SELL,68451.44,0.1,-18.98,BelowEMAs g=-0.28%
2026-02-15 19:00,BUY,68286.63,0.1,,DeepRSI RSI=31.0 ADX=35.2
2026-02-15 20:00,SELL,68450.0,0.1,16.34,BelowEMAs g=+0.24%
2026-02-16 09:00,BUY,68992.71,0.1,,GoldenCross ADX=28.7
2026-02-16 12:00,SELL,69763.24,0.1,77.05,RSIExit RSI=61.7 g=+1.12%
2026-02-16 13:00,BUY,68395.1,0.1,,Pullback RSI=43.9 ADX=24.0
2026-02-16 14:00,SELL,68427.64,0.1,3.25,DeathCross g=+0.05%
2026-02-16 21:00,BUY,68862.88,0.1,,GoldenCross ADX=19.7
2026-02-17 03:00,SELL,68474.9,0.1,-38.8,BelowEMAs g=-0.56%
2026-02-17 04:00,BUY,68481.67,0.1,,Pullback RSI=48.0 ADX=15.8
2026-02-17 05:00,SELL,68245.71,0.1,-23.6,DeathCross g=-0.34%
2026-02-17 14:00,BUY,66875.06,0.1,,DeepRSI RSI=31.1 ADX=16.5
2026-02-17 15:00,SELL,67392.05,0.1,51.7,BelowEMAs g=+0.77%
2026-02-18 06:00,BUY,67850.52,0.1,,GoldenCross ADX=15.1
2026-02-18 10:00,SELL,67801.26,0.1,-4.93,BelowEMAs g=-0.07%
2026-02-18 18:00,BUY,66359.99,0.1,,DeepRSI RSI=33.5 ADX=15.2
2026-02-18 19:00,SELL,66177.14,0.1,-18.29,BelowEMAs g=-0.28%
2026-02-18 20:00,BUY,66268.39,0.1,,DeepRSI RSI=33.6 ADX=17.5
2026-02-18 21:00,SELL,66342.76,0.1,7.44,BelowEMAs g=+0.11%
2026-02-19 06:00,BUY,67150.12,0.1,,GoldenCross ADX=17.5
2026-02-19 09:00,SELL,66836.0,0.1,-31.41,TrailStop g=-0.47%
2026-02-19 10:00,BUY,66843.08,0.1,,Pullback RSI=45.9 ADX=14.4
2026-02-19 11:00,SELL,66496.02,0.1,-34.71,TrailStop g=-0.52%
2026-02-19 13:00,BUY,65913.37,0.1,,DeepRSI RSI=31.8 ADX=16.6
2026-02-19 14:00,SELL,66421.2,0.1,50.78,BelowEMAs g=+0.77%
2026-02-19 19:00,BUY,67050.0,0.1,,GoldenCross ADX=18.4
2026-02-20 01:00,SELL,67279.9,0.1,22.99,RSIExit RSI=58.2 g=+0.34%
2026-02-20 11:00,BUY,67318.41,0.1,,Pullback RSI=50.0 ADX=20.1
2026-02-20 12:00,SELL,67541.77,0.1,22.34,BelowEMAs g=+0.33%
2026-02-20 16:00,BUY,67795.47,0.1,,GoldenCross ADX=17.6
2026-02-20 22:00,SELL,68078.13,0.1,28.27,RSIExit RSI=59.1 g=+0.42%
2026-02-21 00:00,BUY,67841.0,0.1,,Pullback RSI=54.7 ADX=12.1
2026-02-21 03:00,SELL,67667.77,0.1,-17.32,BelowEMAs g=-0.26%
2026-02-21 04:00,BUY,67816.97,0.1,,Pullback RSI=53.2 ADX=10.8
2026-02-21 06:00,SELL,67793.38,0.1,-2.36,BelowEMAs g=-0.03%
2026-02-21 07:00,BUY,67856.01,0.1,,Pullback RSI=53.8 ADX=9.6
2026-02-21 09:00,SELL,68147.53,0.1,29.15,RSIExit RSI=59.1 g=+0.43%
2026-02-21 20:00,BUY,68211.19,0.1,,Pullback RSI=52.8 ADX=10.3
2026-02-21 22:00,SELL,67972.0,0.1,-23.92,TrailStop g=-0.35%
2026-02-22 11:00,BUY,68219.97,0.1,,GoldenCross ADX=12.2
2026-02-22 12:00,SELL,67928.22,0.1,-29.18,TrailStop g=-0.43%
2026-02-23 00:00,BUY,66740.47,0.1,,DeepRSI RSI=29.1 ADX=24.4
2026-02-23 01:00,SELL,64427.65,0.1,-231.28,TrailStop g=-3.47%
2026-02-23 02:00,BUY,64783.56,0.1,,DeepRSI RSI=21.1 ADX=31.5
2026-02-23 03:00,SELL,64934.17,0.1,15.06,BelowEMAs g=+0.23%
2026-02-23 04:00,BUY,64808.31,0.1,,DeepRSI RSI=23.0 ADX=36.7
2026-02-23 05:00,SELL,65070.9,0.1,26.26,BelowEMAs g=+0.41%
2026-02-23 12:00,BUY,66280.4,0.1,,GoldenCross ADX=31.2
2026-02-23 14:00,SELL,65923.53,0.1,-35.69,DeathCross g=-0.54%
2026-02-23 17:00,BUY,64813.26,0.1,,DeepRSI RSI=31.9 ADX=32.6
2026-02-23 18:00,SELL,64635.49,0.1,-17.78,BelowEMAs g=-0.27%
2026-02-23 19:00,BUY,64295.1,0.1,,DeepRSI RSI=28.0 ADX=35.8
2026-02-23 20:00,SELL,64473.14,0.1,17.8,BelowEMAs g=+0.28%
2026-02-23 21:00,BUY,64580.66,0.1,,DeepRSI RSI=33.1 ADX=38.5
2026-02-23 23:00,SELL,64656.02,0.1,7.54,BelowEMAs g=+0.12%
2026-02-24 01:00,BUY,64160.27,0.1,,DeepRSI RSI=32.5 ADX=39.5
2026-02-24 02:00,SELL,64109.81,0.1,-5.05,BelowEMAs g=-0.08%
2026-02-24 03:00,BUY,63595.51,0.1,,DeepRSI RSI=28.1 ADX=41.7
2026-02-24 04:00,SELL,63378.84,0.1,-21.67,BelowEMAs g=-0.34%
2026-02-24 05:00,BUY,63104.79,0.1,,DeepRSI RSI=24.7 ADX=44.8
2026-02-24 06:00,SELL,63082.79,0.1,-2.2,BelowEMAs g=-0.03%
2026-02-24 07:00,BUY,63192.96,0.1,,DeepRSI RSI=26.9 ADX=47.4
2026-02-24 09:00,SELL,63249.99,0.1,5.7,BelowEMAs g=+0.09%
2026-02-24 10:00,BUY,63284.5,0.1,,DeepRSI RSI=30.5 ADX=50.0
2026-02-24 11:00,SELL,63227.1,0.1,-5.74,BelowEMAs g=-0.09%
2026-02-24 12:00,BUY,62969.05,0.1,,DeepRSI RSI=27.4 ADX=51.6
2026-02-24 13:00,SELL,62900.0,0.1,-6.91,BelowEMAs g=-0.11%
2026-02-24 16:00,BUY,64265.52,0.1,,GoldenCross ADX=47.3
2026-02-25 01:00,SELL,65896.75,0.1,163.12,RSIExit RSI=70.2 g=+2.54%
2026-02-25 05:00,BUY,64882.76,0.1,,Pullback RSI=54.0 ADX=28.1
2026-02-25 08:00,SELL,65530.49,0.1,64.77,RSIExit RSI=61.2 g=+1.00%
2026-02-26 07:00,BUY,67825.04,0.1,,Pullback RSI=54.8 ADX=31.2
2026-02-26 08:00,SELL,67954.01,0.1,12.9,DeathCross g=+0.19%
2026-02-26 09:00,BUY,68589.41,0.1,,GoldenCross ADX=29.9
2026-02-26 11:00,SELL,68051.31,0.1,-53.81,TrailStop g=-0.78%
2026-02-27 04:00,BUY,67747.49,0.1,,GoldenCross ADX=14.4
2026-02-27 09:00,SELL,67355.73,0.1,-39.18,TrailStop g=-0.58%
2026-02-27 11:00,BUY,66126.99,0.1,,DeepRSI RSI=32.7 ADX=14.1
2026-02-27 12:00,SELL,65928.01,0.1,-19.9,BelowEMAs g=-0.30%
2026-02-27 14:00,BUY,65887.59,0.1,,DeepRSI RSI=33.5 ADX=17.6
2026-02-27 15:00,SELL,66095.4,0.1,20.78,BelowEMAs g=+0.32%
2026-02-27 16:00,BUY,65475.21,0.1,,DeepRSI RSI=31.7 ADX=20.0
2026-02-27 17:00,SELL,65703.19,0.1,22.8,BelowEMAs g=+0.35%
2026-02-27 18:00,BUY,65314.76,0.1,,DeepRSI RSI=32.2 ADX=23.2
2026-02-27 19:00,SELL,65392.18,0.1,7.74,BelowEMAs g=+0.12%
2026-02-28 06:00,BUY,63216.01,0.1,,DeepRSI RSI=21.2 ADX=30.2
2026-02-28 07:00,SELL,63826.0,0.1,61.0,BelowEMAs g=+0.96%
2026-02-28 08:00,BUY,63473.28,0.1,,DeepRSI RSI=28.1 ADX=35.3
2026-02-28 09:00,SELL,63658.54,0.1,18.53,BelowEMAs g=+0.29%
2026-02-28 11:00,BUY,63844.2,0.1,,DeepRSI RSI=34.3 ADX=39.5
2026-02-28 14:00,SELL,64435.61,0.1,59.14,TrailStop g=+0.93%
2026-02-28 16:00,BUY,65094.3,0.1,,GoldenCross ADX=31.5
2026-02-28 19:00,SELL,66362.01,0.1,126.77,RSIExit RSI=60.3 g=+1.95%
2026-03-01 08:00,BUY,66560.14,0.1,,Pullback RSI=51.8 ADX=35.1
2026-03-01 09:00,SELL,66410.08,0.1,-15.01,BelowEMAs g=-0.23%
2026-03-01 14:00,BUY,66847.8,0.1,,GoldenCross ADX=28.0
2026-03-01 16:00,SELL,66135.45,0.1,-71.24,TrailStop g=-1.07%
2026-03-02 01:00,BUY,66532.02,0.1,,GoldenCross ADX=18.8
2026-03-02 06:00,SELL,66204.9,0.1,-32.71,TrailStop g=-0.49%
2026-03-02 07:00,BUY,66007.52,0.1,,Pullback RSI=46.5 ADX=16.3
2026-03-02 08:00,SELL,66282.0,0.1,27.45,DeathCross g=+0.42%
2026-03-02 11:00,BUY,66359.68,0.1,,GoldenCross ADX=13.1
2026-03-02 12:00,SELL,65963.43,0.1,-39.62,DeathCross g=-0.60%
2026-03-02 14:00,BUY,67177.06,0.1,,GoldenCross ADX=12.2
2026-03-02 15:00,SELL,69130.2,0.1,195.31,RSIExit RSI=69.8 g=+2.91%
2026-03-03 03:00,BUY,68377.94,0.1,,Pullback RSI=54.8 ADX=25.3
2026-03-03 04:00,SELL,68123.2,0.1,-25.47,BelowEMAs g=-0.37%
2026-03-03 17:00,BUY,68318.66,0.1,,GoldenCross ADX=18.0
2026-03-03 18:00,SELL,68628.49,0.1,30.98,RSIExit RSI=58.9 g=+0.45%
2026-03-03 20:00,BUY,68266.0,0.1,,Pullback RSI=54.9 ADX=17.7
2026-03-04 03:00,SELL,67732.2,0.1,-53.38,TrailStop g=-0.78%
2026-03-04 05:00,BUY,68206.59,0.1,,GoldenCross ADX=14.4
2026-03-04 07:00,SELL,69493.13,0.1,128.65,RSIExit RSI=64.9 g=+1.89%
2026-03-05 10:00,BUY,73388.92,0.1,,GoldenCross ADX=32.9
2026-03-05 13:00,SELL,72467.79,0.1,-92.11,TrailStop g=-1.26%
2026-03-06 12:00,BUY,69907.0,0.1,,DeepRSI RSI=33.9 ADX=25.1
2026-03-06 13:00,SELL,69208.0,0.1,-69.9,TrailStop g=-1.00%
2026-03-06 14:00,BUY,68409.89,0.1,,DeepRSI RSI=23.4 ADX=29.4
2026-03-06 15:00,SELL,68504.71,0.1,9.48,BelowEMAs g=+0.14%
2026-03-06 16:00,BUY,68446.52,0.1,,DeepRSI RSI=24.7 ADX=33.9
2026-03-06 17:00,SELL,67955.1,0.1,-49.14,BelowEMAs g=-0.72%
2026-03-06 18:00,BUY,68181.2,0.1,,DeepRSI RSI=26.0 ADX=38.4
2026-03-06 19:00,SELL,68131.79,0.1,-4.94,BelowEMAs g=-0.07%
